year,month,day,dep_time,sched_dep_time,dep_delay,arr_time,sched_arr_time,arr_delay,carrier,flight,tailnum,origin,dest,air_time,distance,hour,minute,time_hour
2013,7,3,1649,1559,50,1850,1828,22,9E,3540,N937XJ,JFK,MSP,147,1029,15,59,2013-07-03T19:00:00Z
2013,11,24,1938,1906,32,2248,2220,28,UA,1149,N28478,EWR,SEA,336,2402,19,6,2013-11-25T00:00:00Z
2013,1,10,556,600,-4,716,730,-14,WN,3223,N8327A,LGA,MDW,120,725,6,0,2013-01-10T11:00:00Z
2013,7,21,716,720,-4,822,834,-12,UA,440,N547UA,EWR,BOS,34,200,7,20,2013-07-21T11:00:00Z
2013,5,4,620,629,-9,808,825,-17,US,1057,N558UW,EWR,CLT,85,529,6,29,2013-05-04T10:00:00Z
2013,11,10,1412,1354,18,1702,1653,9,UA,1232,N37409,EWR,IAH,208,1400,13,54,2013-11-10T18:00:00Z
2013,7,29,2008,2007,1,15,2359,16,UA,1244,N36469,EWR,SJU,212,1608,20,7,2013-07-30T00:00:00Z
2013,5,2,2052,1930,82,2241,2139,62,9E,3416,N917XJ,JFK,RDU,70,427,19,30,2013-05-02T23:00:00Z
2013,2,15,1559,1600,-1,1822,1820,2,MQ,3985,N630MQ,JFK,CVG,110,589,16,0,2013-02-15T21:00:00Z
2013,7,5,1659,1700,-1,1756,1840,-44,B6,1516,N239JB,JFK,SYR,43,209,17,0,2013-07-05T21:00:00Z
2013,1,5,1937,1859,38,2246,2234,12,B6,171,N653JB,JFK,SMF,347,2521,18,59,2013-01-05T23:00:00Z
2013,9,29,2249,2250,-1,2400,7,-7,B6,2002,N309JB,JFK,BUF,49,301,22,50,2013-09-30T02:00:00Z
2013,10,5,1038,1045,-7,1327,1352,-25,B6,971,N665JB,LGA,FLL,135,1076,10,45,2013-10-05T14:00:00Z
2013,11,9,1723,1729,-6,2003,2028,-25,UA,1109,N33103,EWR,MCO,133,937,17,29,2013-11-09T22:00:00Z
2013,10,7,1559,1605,-6,1756,1755,1,AA,343,N542AA,LGA,ORD,107,733,16,5,2013-10-07T20:00:00Z
2013,7,31,856,900,-4,1027,1025,2,UA,1171,N13716,EWR,ORD,109,719,9,0,2013-07-31T13:00:00Z
2013,4,13,2106,2105,1,27,2358,29,UA,254,N818UA,EWR,PBI,165,1023,21,5,2013-04-14T01:00:00Z
2013,7,23,849,850,-1,1238,1251,-13,DL,301,N3773D,JFK,SJU,194,1598,8,50,2013-07-23T12:00:00Z
2013,6,29,1859,1859,0,2134,2215,-41,UA,1152,N37471,EWR,PDX,315,2434,18,59,2013-06-29T22:00:00Z
2013,8,18,728,730,-2,1014,1045,-31,VX,183,N626VA,EWR,SFO,333,2565,7,30,2013-08-18T11:00:00Z
2013,11,14,1953,2000,-7,2104,2117,-13,9E,2950,N8847A,JFK,BWI,36,184,20,0,2013-11-15T01:00:00Z
2013,8,13,1701,1655,6,1945,1948,-3,UA,1601,N12221,EWR,LAS,316,2227,16,55,2013-08-13T20:00:00Z
2013,12,6,839,841,-2,1017,1010,7,EV,4409,N12569,EWR,RIC,59,277,8,41,2013-12-06T13:00:00Z
2013,2,5,823,825,-2,1146,1136,10,B6,181,N583JB,JFK,SAN,329,2446,8,25,2013-02-05T13:00:00Z
2013,9,2,807,800,7,1035,1021,14,B6,677,N316JB,JFK,JAX,113,828,8,0,2013-09-02T12:00:00Z
2013,5,25,1927,1935,-8,2034,2102,-28,EV,4191,N14904,EWR,BNA,109,748,19,35,2013-05-25T23:00:00Z
2013,5,28,1722,1725,-3,2006,2020,-14,AA,1901,N3GMAA,JFK,IAH,193,1417,17,25,2013-05-28T21:00:00Z
2013,5,27,1238,1245,-7,1346,1354,-8,B6,658,N193JB,JFK,SYR,46,209,12,45,2013-05-27T16:00:00Z
2013,1,12,555,600,-5,720,745,-25,AA,301,N3DEAA,LGA,ORD,124,733,6,0,2013-01-12T11:00:00Z
2013,3,30,858,900,-2,1145,1212,-27,DL,874,N349NB,LGA,MIA,148,1096,9,0,2013-03-30T13:00:00Z
2013,1,10,1524,1530,-6,1856,1855,1,AA,1039,N3DWAA,JFK,FLL,155,1069,15,30,2013-01-10T20:00:00Z
2013,6,28,902,900,2,1023,1035,-12,UA,1477,N17233,LGA,ORD,103,733,9,0,2013-06-28T13:00:00Z
2013,9,23,1358,1359,-1,1641,1703,-22,B6,213,N633JB,JFK,LGB,327,2465,13,59,2013-09-23T17:00:00Z
2013,6,26,1743,1735,8,2119,2108,11,DL,1543,N722TW,JFK,SEA,344,2422,17,35,2013-06-26T21:00:00Z
2013,10,8,1157,1159,-2,1448,1439,9,DL,1947,N635DL,LGA,ATL,117,762,11,59,2013-10-08T15:00:00Z
2013,4,7,1955,1932,23,2256,2250,6,UA,1471,N53441,EWR,RSW,153,1068,19,32,2013-04-07T23:00:00Z
2013,8,20,1308,1314,-6,1452,1506,-14,US,2095,N105UW,EWR,CLT,77,529,13,14,2013-08-20T17:00:00Z
2013,4,1,1055,1056,-1,1334,1336,-2,UA,485,N544UA,EWR,LAS,316,2227,10,56,2013-04-01T14:00:00Z
2013,11,15,1202,1205,-3,1450,1452,-2,9E,3508,N937XJ,LGA,JAX,134,833,12,5,2013-11-15T17:00:00Z
2013,5,20,1010,1000,10,1112,1137,-25,UA,1688,N12225,LGA,ORD,105,733,10,0,2013-05-20T14:00:00Z
2013,10,13,1851,1900,-9,2103,2057,6,EV,4278,N15985,EWR,CAE,89,602,19,0,2013-10-13T23:00:00Z
2013,12,31,1323,1325,-2,1523,1517,6,EV,5846,N16571,EWR,CMH,91,463,13,25,2013-12-31T18:00:00Z
2013,7,24,1427,1302,85,1554,1418,96,EV,5837,N25134,EWR,RIC,53,277,13,2,2013-07-24T17:00:00Z
2013,4,8,612,615,-3,902,915,-13,AA,1895,N3AMAA,EWR,MIA,147,1085,6,15,2013-04-08T10:00:00Z
2013,9,17,1531,1510,21,1657,1630,27,MQ,3433,N539MQ,JFK,DCA,55,213,15,10,2013-09-17T19:00:00Z
2013,4,7,1041,830,131,1333,1150,103,UA,1199,N57857,EWR,LAX,333,2454,8,30,2013-04-07T12:00:00Z
2013,6,9,1454,1457,-3,1646,1653,-7,EV,5814,N13949,EWR,CLT,96,529,14,57,2013-06-09T18:00:00Z
2013,11,24,1458,1500,-2,1727,1740,-13,MQ,3202,N671MQ,JFK,IND,114,665,15,0,2013-11-24T20:00:00Z
2013,2,1,1547,1548,-1,1805,1830,-25,DL,95,N3754A,JFK,ATL,112,760,15,48,2013-02-01T20:00:00Z
2013,3,6,1014,1015,-1,1209,1216,-7,US,1427,N742PS,JFK,CLT,87,541,10,15,2013-03-06T15:00:00Z
2013,7,12,1323,1328,-5,1521,1530,-9,9E,3698,N8580A,EWR,CVG,89,569,13,28,2013-07-12T17:00:00Z
2013,7,14,1516,1520,-4,1649,1710,-21,AA,341,N591AA,LGA,ORD,106,733,15,20,2013-07-14T19:00:00Z
2013,7,23,737,747,-10,852,902,-10,B6,8,N354JB,JFK,PWM,49,273,7,47,2013-07-23T11:00:00Z
2013,7,16,1944,1800,104,2304,2130,94,B6,415,N537JB,JFK,SFO,337,2586,18,0,2013-07-16T22:00:00Z
2013,4,12,1924,1820,64,2055,1955,60,WN,962,N731SA,LGA,BNA,125,764,18,20,2013-04-12T22:00:00Z
2013,12,23,1509,1450,19,1854,1755,59,AA,320,N476AA,EWR,DFW,228,1372,14,50,2013-12-23T19:00:00Z
2013,5,26,2238,2245,-7,2348,2,-14,B6,608,N351JB,JFK,PWM,54,273,22,45,2013-05-27T02:00:00Z
2013,3,8,1218,842,216,1559,1054,305,EV,4638,N17560,EWR,CVG,90,569,8,42,2013-03-08T13:00:00Z
2013,4,29,753,800,-7,927,914,13,US,2165,N708UW,LGA,DCA,54,214,8,0,2013-04-29T12:00:00Z
2013,3,28,827,830,-3,1101,1106,-5,F9,835,N214FR,LGA,DEN,229,1620,8,30,2013-03-28T12:00:00Z
2013,1,23,759,759,0,1024,1010,14,EV,4498,N11165,EWR,MSP,176,1008,7,59,2013-01-23T12:00:00Z
2013,4,15,1203,1210,-7,1315,1325,-10,WN,149,N961WN,EWR,MDW,112,711,12,10,2013-04-15T16:00:00Z
2013,11,21,738,729,9,830,843,-13,UA,424,N469UA,EWR,BOS,37,200,7,29,2013-11-21T12:00:00Z
2013,9,5,715,720,-5,948,1025,-37,AS,15,N409AS,EWR,SEA,317,2402,7,20,2013-09-05T11:00:00Z
2013,2,2,1554,1600,-6,1900,1917,-17,DL,1902,N921DL,LGA,PBI,155,1035,16,0,2013-02-02T21:00:00Z
2013,6,2,1413,1415,-2,1545,1555,-10,AA,337,N505AA,LGA,ORD,118,733,14,15,2013-06-02T18:00:00Z
2013,8,27,1021,1029,-8,1203,1239,-36,US,625,N541UW,JFK,PHX,259,2153,10,29,2013-08-27T14:00:00Z
2013,7,28,948,950,-2,1217,1220,-3,VX,251,N361VA,JFK,LAS,306,2248,9,50,2013-07-28T13:00:00Z
2013,10,6,2025,2000,25,2137,2134,3,9E,4127,N8560F,JFK,IAD,46,228,20,0,2013-10-07T00:00:00Z
2013,4,2,923,930,-7,1048,1102,-14,9E,3613,N8968E,JFK,ROC,58,264,9,30,2013-04-02T13:00:00Z
2013,11,3,855,900,-5,1119,1130,-11,DL,394,N935AT,EWR,ATL,102,746,9,0,2013-11-03T14:00:00Z
2013,4,13,1001,1000,1,1236,1248,-12,UA,1583,N79279,EWR,LAS,313,2227,10,0,2013-04-13T14:00:00Z
2013,12,12,1458,1459,-1,1702,1654,8,US,721,N156UW,EWR,CLT,90,529,14,59,2013-12-12T19:00:00Z
2013,12,3,1507,1429,38,1831,1737,54,B6,301,N589JB,JFK,FLL,161,1069,14,29,2013-12-03T19:00:00Z
2013,3,4,1759,1805,-6,1932,1945,-13,9E,4019,N819AY,JFK,RIC,55,288,18,5,2013-03-04T23:00:00Z
2013,8,28,554,603,-9,703,723,-20,EV,4252,N26545,EWR,MKE,114,725,6,3,2013-08-28T10:00:00Z
2013,5,14,1559,1600,-1,1717,1720,-3,AA,854,N3DXAA,JFK,BOS,42,187,16,0,2013-05-14T20:00:00Z
2013,9,22,1625,1625,0,1832,1831,1,DL,2231,N352NW,LGA,DTW,88,502,16,25,2013-09-22T20:00:00Z
2013,12,19,1920,1900,20,2252,2249,3,DL,435,N707TW,JFK,SFO,357,2586,19,0,2013-12-20T00:00:00Z
2013,12,2,952,959,-7,1205,1241,-36,EV,4140,N14916,EWR,ATL,111,746,9,59,2013-12-02T14:00:00Z
2013,4,1,1634,1630,4,1913,1849,24,FL,620,N974AT,LGA,ATL,122,762,16,30,2013-04-01T20:00:00Z
2013,1,11,816,819,-3,1257,1307,-10,B6,717,N646JB,JFK,SJU,189,1598,8,19,2013-01-11T13:00:00Z
2013,3,30,1630,1640,-10,1919,1955,-36,AA,773,N488AA,LGA,DFW,203,1389,16,40,2013-03-30T20:00:00Z
2013,8,25,759,800,-1,920,938,-18,B6,885,N329JB,JFK,RDU,62,427,8,0,2013-08-25T12:00:00Z
2013,10,19,1715,1645,30,1830,1820,10,MQ,3216,N648MQ,JFK,ORF,58,290,16,45,2013-10-19T20:00:00Z
2013,4,30,1426,1355,31,1618,1615,3,WN,1638,N203WN,EWR,PHX,272,2133,13,55,2013-04-30T17:00:00Z
2013,6,18,1932,1734,118,2152,1956,116,FL,771,N330AT,LGA,ATL,112,762,17,34,2013-06-18T21:00:00Z
2013,9,20,800,805,-5,944,1002,-18,EV,4246,N14959,EWR,DTW,76,488,8,5,2013-09-20T12:00:00Z
2013,1,24,1602,1221,221,1744,1418,206,EV,4640,N14162,EWR,DAY,91,533,12,21,2013-01-24T17:00:00Z
2013,2,4,1050,1100,-10,1200,1223,-23,EV,4240,N19554,EWR,BUF,56,282,11,0,2013-02-04T16:00:00Z
2013,1,9,953,958,-5,1140,1137,3,UA,258,N831UA,LGA,ORD,141,733,9,58,2013-01-09T14:00:00Z
2013,11,21,1451,1455,-4,1737,1805,-28,AA,2285,N5BYAA,JFK,MCO,136,944,14,55,2013-11-21T19:00:00Z
2013,5,10,1025,1030,-5,1215,1230,-15,EV,4398,N21197,EWR,DSM,154,1017,10,30,2013-05-10T14:00:00Z
2013,1,23,2039,2035,4,122,126,-4,UA,1071,N77530,EWR,BQN,202,1585,20,35,2013-01-24T01:00:00Z
2013,5,31,1701,1650,11,1849,1845,4,WN,197,N274WN,LGA,STL,129,888,16,50,2013-05-31T20:00:00Z
2013,4,15,1342,1350,-8,1602,1607,-5,US,186,N640AW,EWR,PHX,302,2133,13,50,2013-04-15T17:00:00Z
2013,11,9,705,710,-5,948,1023,-35,DL,2003,N963DL,LGA,MIA,147,1096,7,10,2013-11-09T12:00:00Z
2013,8,1,1951,1853,58,2150,2059,51,US,1873,N153UW,LGA,CLT,86,544,18,53,2013-08-01T22:00:00Z
2013,10,31,1413,1415,-2,1715,1715,0,WN,1945,N281WN,LGA,HOU,215,1428,14,15,2013-10-31T18:00:00Z
2013,5,31,656,653,3,849,859,-10,EV,4535,N14188,EWR,MSP,144,1008,6,53,2013-05-31T10:00:00Z
2013,10,19,1612,1156,256,1926,1438,288,UA,404,N575UA,EWR,IAH,226,1400,11,56,2013-10-19T15:00:00Z
2013,8,26,1820,1825,-5,2122,2126,-4,DL,2370,N3741S,LGA,PBI,126,1035,18,25,2013-08-26T22:00:00Z
2013,1,16,1259,1250,9,1352,1355,-3,B6,1006,N329JB,JFK,BOS,33,187,12,50,2013-01-16T17:00:00Z
2013,5,21,735,717,18,930,912,18,EV,4704,N14993,EWR,GSP,83,594,7,17,2013-05-21T11:00:00Z
2013,3,27,1351,1355,-4,1508,1513,-5,EV,5712,N829AS,JFK,IAD,47,228,13,55,2013-03-27T17:00:00Z
2013,10,7,732,740,-8,928,945,-17,EV,4111,N12900,EWR,CHS,99,628,7,40,2013-10-07T11:00:00Z
2013,3,28,1558,1605,-7,1839,1903,-24,UA,1269,N12218,EWR,PBI,146,1023,16,5,2013-03-28T20:00:00Z
2013,1,11,1629,1635,-6,2011,2001,10,US,656,N655AW,EWR,PHX,319,2133,16,35,2013-01-11T21:00:00Z
2013,7,21,2324,2030,174,42,2202,160,FL,485,N993AT,LGA,CAK,62,397,20,30,2013-07-22T00:00:00Z
2013,9,18,555,603,-8,701,723,-22,EV,4252,N12996,EWR,MKE,104,725,6,3,2013-09-18T10:00:00Z
2013,4,26,943,950,-7,1328,1252,36,B6,503,N561JB,EWR,FLL,145,1065,9,50,2013-04-26T13:00:00Z
2013,9,29,557,600,-3,820,827,-7,DL,461,N907DE,LGA,ATL,100,762,6,0,2013-09-29T10:00:00Z
2013,5,10,1919,1850,29,2302,2225,37,VX,29,N846VA,JFK,SFO,340,2586,18,50,2013-05-10T22:00:00Z
2013,10,9,653,659,-6,1006,1004,2,UA,479,N540UA,EWR,RSW,157,1068,6,59,2013-10-09T10:00:00Z
2013,8,4,832,834,-2,1032,1032,0,B6,219,N216JB,JFK,CLT,94,541,8,34,2013-08-04T12:00:00Z
2013,6,12,1241,1245,-4,1612,1550,22,AA,2041,N5EKAA,JFK,MIA,144,1089,12,45,2013-06-12T16:00:00Z
2013,4,24,640,644,-4,743,756,-13,EV,4241,N14180,EWR,DCA,43,199,6,44,2013-04-24T10:00:00Z
2013,2,12,1721,1725,-4,2013,2017,-4,UA,1109,N12116,EWR,MCO,146,937,17,25,2013-02-12T22:00:00Z
2013,10,10,748,755,-7,1021,1048,-27,UA,450,N853UA,EWR,DFW,181,1372,7,55,2013-10-10T11:00:00Z
2013,1,18,1827,1600,147,2152,1925,147,AA,1467,N3BPAA,LGA,MIA,160,1096,16,0,2013-01-18T21:00:00Z
2013,9,12,1512,1455,17,1644,1634,10,9E,3393,N932XJ,JFK,DCA,59,213,14,55,2013-09-12T18:00:00Z
2013,2,26,1928,1929,-1,2238,2246,-8,DL,1133,N323NB,LGA,RSW,166,1080,19,29,2013-02-27T00:00:00Z
2013,11,12,2249,2129,80,131,10,81,B6,527,N632JB,EWR,MCO,149,937,21,29,2013-11-13T02:00:00Z
2013,12,20,2152,2155,-3,2337,2334,3,B6,985,N348JB,JFK,RDU,71,427,21,55,2013-12-21T02:00:00Z
2013,2,1,2033,1900,93,2203,2057,66,9E,3368,N921XJ,JFK,PIT,64,340,19,0,2013-02-02T00:00:00Z
2013,3,23,2005,1855,70,2308,2203,65,DL,2391,N980DL,JFK,TPA,156,1005,18,55,2013-03-23T22:00:00Z
2013,12,18,1856,1851,5,2138,2200,-22,UA,1128,N23707,LGA,IAH,192,1416,18,51,2013-12-18T23:00:00Z
2013,9,22,722,729,-7,926,954,-28,EV,4304,N17196,EWR,MSY,164,1167,7,29,2013-09-22T11:00:00Z
2013,12,4,657,700,-3,945,1011,-26,DL,1879,N329NB,LGA,FLL,149,1076,7,0,2013-12-04T12:00:00Z
2013,9,19,2022,2005,17,2238,2255,-17,UA,1022,N37273,EWR,IAH,175,1400,20,5,2013-09-20T00:00:00Z
2013,2,16,1333,1335,-2,1855,1929,-34,UA,15,N76065,EWR,HNL,586,4963,13,35,2013-02-16T18:00:00Z
2013,11,22,1508,1500,8,1836,1830,6,DL,419,N705TW,JFK,SEA,353,2422,15,0,2013-11-22T20:00:00Z
2013,3,27,1359,1405,-6,1512,1533,-21,EV,4171,N11121,EWR,MSN,114,799,14,5,2013-03-27T18:00:00Z
2013,11,16,2145,1940,125,27,2243,104,B6,1271,N598JB,LGA,FLL,144,1076,19,40,2013-11-17T00:00:00Z
2013,5,12,940,945,-5,1153,1224,-31,B6,197,N529JB,JFK,LAS,288,2248,9,45,2013-05-12T13:00:00Z
2013,12,19,1833,1830,3,2054,2054,0,DL,2331,N911DL,JFK,DTW,93,509,18,30,2013-12-19T23:00:00Z
2013,12,24,623,630,-7,740,815,-35,AA,303,N3JVAA,LGA,ORD,118,733,6,30,2013-12-24T11:00:00Z
2013,6,13,1042,1046,-4,1415,1327,48,B6,41,N760JB,JFK,MCO,133,944,10,46,2013-06-13T14:00:00Z
2013,10,31,1715,1656,19,1912,1852,20,EV,4201,N15973,EWR,DAY,89,533,16,56,2013-10-31T20:00:00Z
2013,8,5,1357,1359,-2,1636,1632,4,DL,2247,N900PC,LGA,ATL,109,762,13,59,2013-08-05T17:00:00Z
2013,3,11,610,610,0,901,915,-14,AA,1837,N3FPAA,LGA,MIA,143,1096,6,10,2013-03-11T10:00:00Z
2013,4,2,1815,1815,0,2034,2036,-2,9E,3470,N919XJ,JFK,DTW,96,509,18,15,2013-04-02T22:00:00Z
2013,10,31,1521,1530,-9,1843,1854,-11,UA,257,N518UA,JFK,SFO,341,2586,15,30,2013-10-31T19:00:00Z
2013,5,25,923,925,-2,1152,1235,-43,AA,1097,N4YBAA,LGA,DFW,190,1389,9,25,2013-05-25T13:00:00Z
2013,4,23,628,633,-5,908,925,-17,UA,761,N415UA,EWR,MCO,134,937,6,33,2013-04-23T10:00:00Z
2013,8,18,1028,1035,-7,1316,1350,-34,AA,1879,N3GFAA,LGA,MIA,149,1096,10,35,2013-08-18T14:00:00Z
2013,3,18,1956,1835,81,2214,2040,94,DL,2131,N336NB,LGA,DTW,87,502,18,35,2013-03-18T22:00:00Z
2013,5,1,2027,2014,13,2346,2324,22,UA,729,N850UA,EWR,MIA,146,1085,20,14,2013-05-02T00:00:00Z
2013,12,29,1837,1829,8,2132,2158,-26,UA,1453,N75433,EWR,SAN,318,2425,18,29,2013-12-29T23:00:00Z
2013,3,9,826,835,-9,1107,1136,-29,DL,1959,N905DE,JFK,MCO,126,944,8,35,2013-03-09T13:00:00Z
2013,2,10,853,855,-2,1046,1102,-16,EV,4913,N708EV,EWR,DTW,87,488,8,55,2013-02-10T13:00:00Z
2013,8,18,2359,2359,0,350,344,6,B6,1503,N505JB,JFK,SJU,196,1598,23,59,2013-08-19T03:00:00Z
2013,6,15,1517,1445,32,1819,1650,NA,EV,4181,N24103,EWR,MCI,NA,1092,14,45,2013-06-15T18:00:00Z
2013,6,21,2053,2100,-7,2150,2210,-20,US,2144,N961UW,LGA,BOS,37,184,21,0,2013-06-22T01:00:00Z
2013,2,8,NA,1930,NA,NA,2243,NA,DL,1435,N937DL,LGA,TPA,NA,1010,19,30,2013-02-09T00:00:00Z
2013,4,6,1856,1855,1,2142,2203,-21,DL,2391,N934DL,JFK,TPA,147,1005,18,55,2013-04-06T22:00:00Z
2013,12,27,1839,1815,24,1954,2005,-11,MQ,2839,N0EGMQ,LGA,STL,118,888,18,15,2013-12-27T23:00:00Z
2013,9,19,705,715,-10,903,916,-13,EV,4155,N14977,EWR,GRR,90,605,7,15,2013-09-19T11:00:00Z
2013,5,24,1310,1301,9,1405,1412,-7,B6,1008,N334JB,JFK,BOS,38,187,13,1,2013-05-24T17:00:00Z
2013,11,30,656,701,-5,836,831,5,B6,2702,N554JB,JFK,BUF,53,301,7,1,2013-11-30T12:00:00Z
2013,7,26,1157,1208,-11,1510,1452,18,B6,323,N779JB,JFK,LAX,333,2475,12,8,2013-07-26T16:00:00Z
2013,10,7,1502,1359,63,1658,1523,95,B6,2402,N337JB,JFK,BUF,55,301,13,59,2013-10-07T17:00:00Z
2013,6,2,1730,1715,15,2032,2041,-9,DL,1863,N363NB,JFK,SAT,208,1587,17,15,2013-06-02T21:00:00Z
2013,8,5,812,815,-3,1046,1057,-11,B6,281,N247JB,JFK,HOU,181,1428,8,15,2013-08-05T12:00:00Z
2013,10,1,1154,1200,-6,1350,1425,-35,UA,533,N817UA,EWR,PHX,272,2133,12,0,2013-10-01T16:00:00Z
2013,11,7,757,800,-3,1109,1100,9,AA,33,N338AA,JFK,LAX,332,2475,8,0,2013-11-07T13:00:00Z
2013,2,4,659,700,-1,1015,1015,0,AA,2279,N3BJAA,LGA,MIA,159,1096,7,0,2013-02-04T12:00:00Z
2013,9,17,759,810,-11,934,955,-21,MQ,3272,N848MQ,LGA,CLE,65,419,8,10,2013-09-17T12:00:00Z
2013,12,5,1404,1355,9,1523,1525,-2,WN,3,N497WN,LGA,MDW,123,725,13,55,2013-12-05T18:00:00Z
2013,11,8,1929,1930,-1,2303,2249,14,DL,1091,N309US,JFK,SAT,229,1587,19,30,2013-11-09T00:00:00Z
2013,6,18,942,945,-3,1218,1240,-22,B6,393,N508JB,LGA,MCO,132,950,9,45,2013-06-18T13:00:00Z
2013,10,23,1327,1329,-2,1759,1813,-14,UA,15,N67058,EWR,HNL,611,4963,13,29,2013-10-23T17:00:00Z
2013,4,5,627,630,-3,859,845,14,EV,4471,N13956,EWR,CLT,96,529,6,30,2013-04-05T10:00:00Z
2013,4,6,754,756,-2,1030,1047,-17,B6,341,N521JB,JFK,SRQ,140,1041,7,56,2013-04-06T11:00:00Z
2013,11,22,1913,1855,18,2109,2059,10,US,2039,N191UW,LGA,CLT,85,544,18,55,2013-11-22T23:00:00Z
2013,5,28,1734,1730,4,1908,1918,-10,B6,1111,N197JB,JFK,RDU,68,427,17,30,2013-05-28T21:00:00Z
2013,9,24,1907,1910,-3,2148,2221,-33,DL,2065,N3739P,JFK,FLL,135,1069,19,10,2013-09-24T23:00:00Z
2013,10,24,1330,1330,0,1555,1550,5,US,456,N604AW,JFK,PHX,304,2153,13,30,2013-10-24T17:00:00Z
2013,7,31,1959,1930,29,2316,2248,28,B6,71,N729JB,JFK,SLC,286,1990,19,30,2013-07-31T23:00:00Z
2013,2,10,1530,1536,-6,1741,1744,-3,EV,4352,N13553,EWR,CVG,103,569,15,36,2013-02-10T20:00:00Z
2013,3,24,1512,1516,-4,1807,1812,-5,B6,537,N563JB,EWR,TPA,158,997,15,16,2013-03-24T19:00:00Z
2013,8,12,1034,1025,9,1339,1308,31,B6,925,N705JB,JFK,TPA,137,1005,10,25,2013-08-12T14:00:00Z
2013,7,30,727,730,-3,1001,1010,-9,B6,683,N579JB,JFK,MCO,123,944,7,30,2013-07-30T11:00:00Z
2013,3,20,1455,1455,0,1617,1645,-28,AA,337,N4YNAA,LGA,ORD,118,733,14,55,2013-03-20T18:00:00Z
2013,7,14,1921,1915,6,2139,2230,-51,AA,21,N323AA,JFK,LAX,287,2475,19,15,2013-07-14T23:00:00Z
2013,5,8,1943,1705,158,2151,1843,188,UA,689,N828UA,LGA,ORD,114,733,17,5,2013-05-08T21:00:00Z
2013,10,11,800,800,0,906,929,-23,UA,1177,N38467,EWR,ORD,99,719,8,0,2013-10-11T12:00:00Z
2013,4,21,1756,1800,-4,1952,2005,-13,EV,4382,N13553,EWR,DTW,85,488,18,0,2013-04-21T22:00:00Z
2013,9,21,1936,1940,-4,2127,2125,2,MQ,3374,N817MQ,JFK,RDU,71,427,19,40,2013-09-21T23:00:00Z
2013,3,23,1301,1249,12,1608,1539,29,B6,991,N521JB,JFK,PBI,160,1028,12,49,2013-03-23T16:00:00Z
2013,1,9,2037,2045,-8,2147,2216,-29,9E,3395,N918XJ,JFK,DCA,48,213,20,45,2013-01-10T01:00:00Z
2013,9,12,NA,1755,NA,NA,1930,NA,MQ,3301,N508MQ,LGA,RDU,NA,431,17,55,2013-09-12T21:00:00Z
2013,5,11,813,819,-6,1204,1210,-6,B6,717,N652JB,JFK,SJU,189,1598,8,19,2013-05-11T12:00:00Z
2013,11,7,822,829,-7,1125,1139,-14,AA,2267,N3KXAA,LGA,MIA,161,1096,8,29,2013-11-07T13:00:00Z
2013,11,19,607,610,-3,838,855,-17,AA,1103,N3CMAA,LGA,DFW,193,1389,6,10,2013-11-19T11:00:00Z
2013,7,17,1915,1905,10,2120,2108,12,9E,3525,N902XJ,JFK,ORD,107,740,19,5,2013-07-17T23:00:00Z
2013,9,15,1604,1608,-4,1824,1752,32,B6,1105,N274JB,JFK,ORD,123,740,16,8,2013-09-15T20:00:00Z
2013,11,1,NA,1200,NA,NA,1315,NA,US,2179,NA,LGA,DCA,NA,214,12,0,2013-11-01T16:00:00Z
2013,7,26,1850,1857,-7,2109,2112,-3,9E,4059,N8416B,LGA,DAY,82,549,18,57,2013-07-26T22:00:00Z
2013,1,17,1126,1130,-4,1417,1422,-5,UA,1736,N14106,EWR,MCO,147,937,11,30,2013-01-17T16:00:00Z
2013,12,27,2054,2046,8,2334,2349,-15,UA,236,N464UA,EWR,TPA,144,997,20,46,2013-12-28T01:00:00Z
2013,1,16,1533,1500,33,1732,1655,37,MQ,4429,N736MQ,LGA,CMH,92,479,15,0,2013-01-16T20:00:00Z
2013,7,31,1445,1454,-9,1652,1710,-18,EV,4978,N612QX,LGA,CLT,90,544,14,54,2013-07-31T18:00:00Z
2013,1,7,903,900,3,1047,1039,8,UA,544,N425UA,LGA,ORD,121,733,9,0,2013-01-07T14:00:00Z
2013,7,21,2126,2110,16,2307,2243,24,B6,702,N334JB,JFK,BUF,55,301,21,10,2013-07-22T01:00:00Z
2013,9,29,1301,1305,-4,1528,1559,-31,UA,1641,N17139,EWR,MCO,125,937,13,5,2013-09-29T17:00:00Z
2013,6,17,935,930,5,1036,1042,-6,B6,42,N229JB,JFK,SYR,46,209,9,30,2013-06-17T13:00:00Z
2013,1,13,1317,1320,-3,1636,1650,-14,VX,411,N640VA,JFK,LAX,355,2475,13,20,2013-01-13T18:00:00Z
2013,7,14,2055,2058,-3,2329,2352,-23,UA,1615,N12221,EWR,AUS,189,1504,20,58,2013-07-15T00:00:00Z
2013,6,12,1814,1815,-1,2004,1945,19,WN,2603,N284WN,LGA,BNA,107,764,18,15,2013-06-12T22:00:00Z
2013,6,18,NA,1615,NA,NA,1809,NA,EV,4092,N13968,EWR,DAY,NA,533,16,15,2013-06-18T20:00:00Z
2013,12,19,1628,1629,-1,1943,1947,-4,DL,2595,N3731T,JFK,PDX,348,2454,16,29,2013-12-19T21:00:00Z
2013,12,3,607,605,2,720,730,-10,WN,485,N229WN,EWR,MDW,113,711,6,5,2013-12-03T11:00:00Z
