carrier,flight,month_name,time_hour,dep_delay,arr_delay,dep_delay_cat,arr_delay_cat
EV,3812,October,2013-10-29T17:00:00Z,1,-4,Kind of on time,Kind of on time
B6,49,May,2013-05-11T10:00:00Z,-4,-5,Kind of on time,Kind of on time
VX,407,May,2013-05-24T13:00:00Z,108,82,Late,Late
AA,341,June,2013-06-12T19:00:00Z,15,16,Kind of on time,Kind of on time
DL,1131,January,2013-01-24T17:00:00Z,4,-12,Kind of on time,Kind of on time
EV,4580,October,2013-10-06T19:00:00Z,6,-6,Kind of on time,Kind of on time
MQ,4323,January,2013-01-26T22:00:00Z,6,-18,Kind of on time,Kind of on time
UA,1177,May,2013-05-11T14:00:00Z,-3,-30,Kind of on time,Kind of on time
UA,1594,April,2013-04-10T18:00:00Z,-4,8,Kind of on time,Kind of on time
DL,2285,April,2013-04-24T11:00:00Z,0,-7,Kind of on time,Kind of on time
EV,4119,April,2013-04-23T01:00:00Z,-3,-20,Kind of on time,Kind of on time
EV,5675,May,2013-05-12T23:00:00Z,-4,11,Kind of on time,Kind of on time
UA,1289,December,2013-12-11T13:00:00Z,1,2,Kind of on time,Kind of on time
US,1751,October,2013-10-20T22:00:00Z,-1,4,Kind of on time,Kind of on time
F9,511,October,2013-10-05T21:00:00Z,19,41,Kind of on time,Late
MQ,3363,August,2013-08-21T12:00:00Z,18,4,Kind of on time,Kind of on time
UA,331,October,2013-10-13T11:00:00Z,-10,-40,Kind of on time,Early
EV,3854,August,2013-08-20T12:00:00Z,-7,-22,Kind of on time,Kind of on time
DL,1247,May,2013-05-22T01:00:00Z,0,-19,Kind of on time,Kind of on time
9E,3691,May,2013-05-09T22:00:00Z,-5,-18,Kind of on time,Kind of on time
UA,1519,November,2013-11-04T16:00:00Z,-6,-16,Kind of on time,Kind of on time
B6,991,February,2013-02-12T17:00:00Z,-5,-18,Kind of on time,Kind of on time
MQ,4525,May,2013-05-23T19:00:00Z,59,142,Late,Late
AA,1709,July,2013-07-19T00:00:00Z,72,59,Late,Late
AA,305,April,2013-04-09T11:00:00Z,31,53,Late,Late
B6,1203,August,2013-08-17T02:00:00Z,30,37,Late,Late
DL,1529,July,2013-07-02T14:00:00Z,-1,-13,Kind of on time,Kind of on time
DL,1499,July,2013-07-30T21:00:00Z,15,-7,Kind of on time,Kind of on time
9E,4059,April,2013-04-05T22:00:00Z,-8,-28,Kind of on time,Kind of on time
WN,428,June,2013-06-11T10:00:00Z,-4,-11,Kind of on time,Kind of on time
B6,135,September,2013-09-15T00:00:00Z,1,-26,Kind of on time,Kind of on time
UA,349,July,2013-07-09T11:00:00Z,4,-22,Kind of on time,Kind of on time
9E,3317,February,2013-02-07T13:00:00Z,161,135,Late,Late
DL,2047,April,2013-04-28T11:00:00Z,-2,-7,Kind of on time,Kind of on time
UA,1711,July,2013-07-13T12:00:00Z,6,-4,Kind of on time,Kind of on time
US,2142,June,2013-06-26T00:00:00Z,9,11,Kind of on time,Kind of on time
EV,4464,January,2013-01-07T18:00:00Z,57,41,Late,Late
B6,347,February,2013-02-18T19:00:00Z,-7,-14,Kind of on time,Kind of on time
9E,2924,November,2013-11-26T13:00:00Z,-5,-18,Kind of on time,Kind of on time
UA,1439,September,2013-09-09T10:00:00Z,-2,-26,Kind of on time,Kind of on time
UA,1519,October,2013-10-19T13:00:00Z,12,-7,Kind of on time,Kind of on time
EV,4691,January,2013-01-10T13:00:00Z,-16,-15,Kind of on time,Kind of on time
DL,2019,January,2013-01-25T23:00:00Z,230,239,Late,Late
DL,706,June,2013-06-07T21:00:00Z,40,112,Late,Late
B6,707,February,2013-02-14T04:00:00Z,9,3,Kind of on time,Kind of on time
9E,3397,July,2013-07-01T23:00:00Z,NA,NA,NA,NA
UA,1256,August,2013-08-30T15:00:00Z,-5,-45,Kind of on time,Early
DL,2143,March,2013-03-19T12:00:00Z,0,-12,Kind of on time,Kind of on time
EV,5791,December,2013-12-16T11:00:00Z,-5,-4,Kind of on time,Kind of on time
UA,307,October,2013-10-02T11:00:00Z,-5,-29,Kind of on time,Kind of on time
DL,926,June,2013-06-07T22:00:00Z,82,82,Late,Late
UA,421,November,2013-11-09T15:00:00Z,1,-21,Kind of on time,Kind of on time
US,629,August,2013-08-24T20:00:00Z,-4,-41,Kind of on time,Early
DL,301,June,2013-06-09T12:00:00Z,-2,-19,Kind of on time,Kind of on time
DL,1529,June,2013-06-02T14:00:00Z,-3,-14,Kind of on time,Kind of on time
US,789,December,2013-12-21T02:00:00Z,27,27,Kind of on time,Kind of on time
UA,1116,July,2013-07-05T23:00:00Z,13,-8,Kind of on time,Kind of on time
EV,5199,August,2013-08-05T19:00:00Z,-5,-29,Kind of on time,Kind of on time
B6,97,May,2013-05-10T01:00:00Z,14,-8,Kind of on time,Kind of on time
DL,1255,January,2013-02-01T00:00:00Z,-8,-23,Kind of on time,Kind of on time
B6,381,January,2013-01-08T00:00:00Z,104,90,Late,Late
UA,537,October,2013-10-23T10:00:00Z,11,1,Kind of on time,Kind of on time
EV,3814,February,2013-02-02T21:00:00Z,-6,-19,Kind of on time,Kind of on time
MQ,3199,December,2013-12-17T19:00:00Z,NA,NA,NA,NA
UA,1115,March,2013-03-14T10:00:00Z,-4,-18,Kind of on time,Kind of on time
UA,1268,December,2013-12-13T16:00:00Z,1,-8,Kind of on time,Kind of on time
AA,1155,November,2013-11-19T20:00:00Z,-9,-16,Kind of on time,Kind of on time
B6,883,February,2013-02-14T14:00:00Z,-3,6,Kind of on time,Kind of on time
UA,1289,May,2013-05-29T19:00:00Z,-2,-20,Kind of on time,Kind of on time
B6,1403,November,2013-11-07T11:00:00Z,-5,-18,Kind of on time,Kind of on time
UA,728,May,2013-05-24T22:00:00Z,58,33,Late,Late
AA,353,June,2013-06-11T22:00:00Z,-4,-29,Kind of on time,Kind of on time
MQ,3199,July,2013-07-24T19:00:00Z,-5,-20,Kind of on time,Kind of on time
UA,1463,October,2013-10-03T20:00:00Z,10,13,Kind of on time,Kind of on time
9E,3876,September,2013-09-22T23:00:00Z,-1,-4,Kind of on time,Kind of on time
B6,1012,June,2013-06-02T20:00:00Z,38,34,Late,Late
B6,461,August,2013-08-15T11:00:00Z,-3,-12,Kind of on time,Kind of on time
WN,529,April,2013-04-16T16:00:00Z,-1,4,Kind of on time,Kind of on time
US,186,April,2013-04-29T17:00:00Z,0,-21,Kind of on time,Kind of on time
UA,745,June,2013-06-01T14:00:00Z,8,-19,Kind of on time,Kind of on time
WN,404,April,2013-04-25T10:00:00Z,1,-14,Kind of on time,Kind of on time
UA,1492,August,2013-08-09T10:00:00Z,1,14,Kind of on time,Kind of on time
UA,1103,July,2013-07-23T11:00:00Z,26,8,Kind of on time,Kind of on time
B6,1307,September,2013-09-18T15:00:00Z,90,80,Late,Late
VX,415,July,2013-07-22T00:00:00Z,24,15,Kind of on time,Kind of on time
B6,677,September,2013-09-30T12:00:00Z,-2,-26,Kind of on time,Kind of on time
MQ,3531,November,2013-11-04T13:00:00Z,NA,NA,NA,NA
B6,118,December,2013-12-24T18:00:00Z,-2,-12,Kind of on time,Kind of on time
UA,418,March,2013-03-24T19:00:00Z,-7,-20,Kind of on time,Kind of on time
DL,1415,April,2013-04-18T11:00:00Z,-6,-30,Kind of on time,Kind of on time
B6,573,December,2013-12-21T20:00:00Z,-7,-19,Kind of on time,Kind of on time
AA,371,March,2013-03-14T00:00:00Z,107,72,Late,Late
B6,2702,August,2013-08-27T11:00:00Z,-6,-12,Kind of on time,Kind of on time
AA,1635,July,2013-07-27T18:00:00Z,20,15,Kind of on time,Kind of on time
9E,3899,February,2013-02-09T00:00:00Z,NA,NA,NA,NA
AA,319,March,2013-03-21T13:00:00Z,-2,-24,Kind of on time,Kind of on time
AA,707,August,2013-08-25T10:00:00Z,-2,-10,Kind of on time,Kind of on time
DL,2003,October,2013-10-31T11:00:00Z,-1,-22,Kind of on time,Kind of on time
DL,1322,April,2013-04-19T19:00:00Z,-2,2,Kind of on time,Kind of on time
VX,23,February,2013-02-22T15:00:00Z,29,-5,Kind of on time,Kind of on time
B6,1729,July,2013-07-13T19:00:00Z,8,7,Kind of on time,Kind of on time
B6,199,December,2013-12-26T14:00:00Z,-12,4,Kind of on time,Kind of on time
B6,215,June,2013-06-02T11:00:00Z,-7,-32,Kind of on time,Early
AA,19,June,2013-06-08T14:00:00Z,-4,-20,Kind of on time,Kind of on time
AA,327,April,2013-04-05T15:00:00Z,-3,-12,Kind of on time,Kind of on time
UA,1209,April,2013-04-25T12:00:00Z,-2,3,Kind of on time,Kind of on time
B6,2227,December,2013-12-23T02:00:00Z,119,120,Late,Late
B6,219,September,2013-09-15T12:00:00Z,-3,6,Kind of on time,Kind of on time
US,1407,February,2013-02-01T11:00:00Z,13,29,Kind of on time,Kind of on time
EV,4368,October,2013-10-17T00:00:00Z,-8,-17,Kind of on time,Kind of on time
DL,1091,July,2013-07-05T23:00:00Z,0,-17,Kind of on time,Kind of on time
DL,1715,October,2013-10-16T23:00:00Z,-11,-19,Kind of on time,Kind of on time
B6,35,February,2013-02-19T02:00:00Z,35,29,Late,Kind of on time
WN,1707,September,2013-09-11T00:00:00Z,-4,-26,Kind of on time,Kind of on time
UA,1638,October,2013-10-29T19:00:00Z,0,16,Kind of on time,Kind of on time
FL,778,June,2013-06-11T22:00:00Z,45,24,Late,Kind of on time
UA,485,August,2013-08-14T20:00:00Z,9,-8,Kind of on time,Kind of on time
AA,721,March,2013-03-03T14:00:00Z,-4,-51,Kind of on time,Early
B6,1611,December,2013-12-06T11:00:00Z,-7,21,Kind of on time,Kind of on time
US,1831,June,2013-06-24T12:00:00Z,36,40,Late,Late
B6,1639,July,2013-07-17T17:00:00Z,-5,-8,Kind of on time,Kind of on time
EV,4202,August,2013-08-14T20:00:00Z,59,49,Late,Late
B6,543,November,2013-11-10T23:00:00Z,3,2,Kind of on time,Kind of on time
B6,283,September,2013-09-23T20:00:00Z,-7,-5,Kind of on time,Kind of on time
MQ,3674,August,2013-08-02T22:00:00Z,-8,1,Kind of on time,Kind of on time
DL,1653,July,2013-07-07T17:00:00Z,132,153,Late,Late
DL,1321,June,2013-06-16T22:00:00Z,109,95,Late,Late
WN,4209,September,2013-09-10T20:00:00Z,14,10,Kind of on time,Kind of on time
AA,329,January,2013-01-28T18:00:00Z,-2,3,Kind of on time,Kind of on time
B6,189,October,2013-10-14T12:00:00Z,-5,6,Kind of on time,Kind of on time
DL,2043,May,2013-05-15T17:00:00Z,-3,-31,Kind of on time,Early
WN,1972,March,2013-03-27T10:00:00Z,-1,-7,Kind of on time,Kind of on time
UA,1416,September,2013-09-28T00:00:00Z,-6,-41,Kind of on time,Early
UA,653,December,2013-12-04T13:00:00Z,56,60,Late,Late
FL,349,February,2013-02-09T19:00:00Z,17,-1,Kind of on time,Kind of on time
EV,4264,April,2013-04-18T10:00:00Z,-6,6,Kind of on time,Kind of on time
UA,347,September,2013-09-20T11:00:00Z,-3,-13,Kind of on time,Kind of on time
UA,554,September,2013-09-04T11:00:00Z,-11,-29,Kind of on time,Kind of on time
DL,781,October,2013-10-15T16:00:00Z,2,-9,Kind of on time,Kind of on time
B6,711,February,2013-02-25T23:00:00Z,-2,-15,Kind of on time,Kind of on time
UA,1637,June,2013-06-20T22:00:00Z,5,-9,Kind of on time,Kind of on time
B6,1677,June,2013-06-27T01:00:00Z,49,80,Late,Late
EV,5038,June,2013-06-09T23:00:00Z,-7,-7,Kind of on time,Kind of on time
AA,753,August,2013-08-15T17:00:00Z,-8,-15,Kind of on time,Kind of on time
UA,1483,May,2013-05-19T16:00:00Z,1,-23,Kind of on time,Kind of on time
EV,5054,February,2013-02-24T17:00:00Z,-3,-13,Kind of on time,Kind of on time
US,1733,July,2013-07-12T11:00:00Z,24,35,Kind of on time,Late
AA,59,June,2013-06-16T11:00:00Z,-3,-16,Kind of on time,Kind of on time
AA,85,November,2013-11-27T20:00:00Z,-1,-12,Kind of on time,Kind of on time
EV,4572,June,2013-06-03T19:00:00Z,16,8,Kind of on time,Kind of on time
MQ,4564,March,2013-03-05T18:00:00Z,4,7,Kind of on time,Kind of on time
DL,2019,May,2013-05-20T22:00:00Z,59,32,Late,Late
UA,583,April,2013-04-25T11:00:00Z,22,26,Kind of on time,Kind of on time
B6,263,November,2013-11-28T23:00:00Z,-8,-21,Kind of on time,Kind of on time
US,1491,February,2013-02-25T23:00:00Z,-1,-10,Kind of on time,Kind of on time
9E,2901,December,2013-12-20T13:00:00Z,-3,-21,Kind of on time,Kind of on time
UA,1187,July,2013-07-11T22:00:00Z,-5,-37,Kind of on time,Early
UA,226,November,2013-11-01T18:00:00Z,-2,-10,Kind of on time,Kind of on time
AA,320,November,2013-11-14T20:00:00Z,-9,-22,Kind of on time,Kind of on time
EV,5514,October,2013-10-12T22:00:00Z,-7,-21,Kind of on time,Kind of on time
UA,423,April,2013-04-12T21:00:00Z,NA,NA,NA,NA
MQ,4479,March,2013-03-13T21:00:00Z,-9,-12,Kind of on time,Kind of on time
EV,5769,August,2013-08-17T23:00:00Z,-10,-27,Kind of on time,Kind of on time
EV,4952,June,2013-06-16T13:00:00Z,34,3,Late,Kind of on time
UA,1289,May,2013-05-05T19:00:00Z,3,-42,Kind of on time,Early
UA,1204,March,2013-03-07T22:00:00Z,-4,-16,Kind of on time,Kind of on time
US,1427,January,2013-01-10T15:00:00Z,-6,2,Kind of on time,Kind of on time
9E,3342,November,2013-11-10T17:00:00Z,-7,1,Kind of on time,Kind of on time
UA,1072,March,2013-03-14T10:00:00Z,-6,-16,Kind of on time,Kind of on time
EV,4382,December,2013-12-06T23:00:00Z,30,35,Late,Late
B6,581,September,2013-09-08T17:00:00Z,-3,-32,Kind of on time,Early
DL,1394,January,2013-01-20T22:00:00Z,-3,-7,Kind of on time,Kind of on time
US,2185,April,2013-04-22T22:00:00Z,-2,29,Kind of on time,Kind of on time
B6,2702,July,2013-07-12T11:00:00Z,-7,-7,Kind of on time,Kind of on time
MQ,4525,February,2013-02-27T20:00:00Z,141,111,Late,Late
MQ,4518,March,2013-03-28T10:00:00Z,12,2,Kind of on time,Kind of on time
9E,3538,June,2013-06-01T12:00:00Z,3,-28,Kind of on time,Kind of on time
MQ,4255,March,2013-03-04T22:00:00Z,-5,3,Kind of on time,Kind of on time
EV,4536,May,2013-05-14T00:00:00Z,-11,-11,Kind of on time,Kind of on time
DL,570,November,2013-11-02T14:00:00Z,-7,-4,Kind of on time,Kind of on time
DL,2331,June,2013-06-05T21:00:00Z,-4,-6,Kind of on time,Kind of on time
MQ,4410,May,2013-05-31T21:00:00Z,-4,-6,Kind of on time,Kind of on time
B6,63,August,2013-08-10T13:00:00Z,0,-12,Kind of on time,Kind of on time
VX,27,May,2013-05-25T20:00:00Z,0,-15,Kind of on time,Kind of on time
DL,847,June,2013-06-02T20:00:00Z,3,-1,Kind of on time,Kind of on time
AA,2019,February,2013-02-12T23:00:00Z,-5,-6,Kind of on time,Kind of on time
UA,397,July,2013-07-29T12:00:00Z,-8,-10,Kind of on time,Kind of on time
B6,601,December,2013-12-12T11:00:00Z,-6,0,Kind of on time,Kind of on time
DL,2047,August,2013-08-07T11:00:00Z,-3,17,Kind of on time,Kind of on time
US,1860,January,2013-01-28T23:00:00Z,52,103,Late,Late
EV,5378,October,2013-10-20T17:00:00Z,-12,-28,Kind of on time,Kind of on time
UA,512,September,2013-09-18T21:00:00Z,20,0,Kind of on time,Kind of on time
EV,5713,August,2013-08-29T18:00:00Z,42,NA,Late,NA
B6,53,August,2013-08-29T14:00:00Z,8,-1,Kind of on time,Kind of on time
EV,5268,August,2013-08-15T23:00:00Z,NA,NA,NA,NA
AA,707,June,2013-06-24T10:00:00Z,-7,-7,Kind of on time,Kind of on time
WN,16,August,2013-08-13T10:00:00Z,23,17,Kind of on time,Kind of on time
UA,691,August,2013-08-12T12:00:00Z,-4,-21,Kind of on time,Kind of on time
EV,5615,September,2013-09-20T17:00:00Z,-4,-18,Kind of on time,Kind of on time
MQ,4649,January,2013-01-15T23:00:00Z,27,13,Kind of on time,Kind of on time
B6,1303,June,2013-06-12T16:00:00Z,-5,-7,Kind of on time,Kind of on time
DL,87,November,2013-11-21T23:00:00Z,6,1,Kind of on time,Kind of on time
B6,91,February,2013-02-11T00:00:00Z,-1,-10,Kind of on time,Kind of on time
B6,371,September,2013-09-27T10:00:00Z,-5,-26,Kind of on time,Kind of on time
EV,4364,February,2013-02-07T13:00:00Z,-9,-3,Kind of on time,Kind of on time
UA,624,June,2013-06-26T10:00:00Z,22,16,Kind of on time,Kind of on time
US,1443,January,2013-01-13T17:00:00Z,-11,-22,Kind of on time,Kind of on time
DL,1415,September,2013-09-07T11:00:00Z,-3,-37,Kind of on time,Early
9E,4127,September,2013-09-21T00:00:00Z,-13,-51,Kind of on time,Early
DL,1499,July,2013-07-19T21:00:00Z,56,36,Late,Late
EV,4171,November,2013-11-11T18:00:00Z,-9,6,Kind of on time,Kind of on time
MQ,4403,May,2013-05-22T18:00:00Z,-3,-8,Kind of on time,Kind of on time
WN,7,January,2013-01-05T16:00:00Z,-2,-24,Kind of on time,Kind of on time
UA,360,September,2013-09-25T22:00:00Z,-5,-3,Kind of on time,Kind of on time
EV,5711,February,2013-02-14T15:00:00Z,-1,-6,Kind of on time,Kind of on time
MQ,2793,December,2013-12-10T20:00:00Z,-11,11,Kind of on time,Kind of on time
AA,199,September,2013-09-19T21:00:00Z,230,211,Late,Late
VX,27,March,2013-03-04T21:00:00Z,-1,-38,Kind of on time,Early
EV,4255,October,2013-10-19T14:00:00Z,-5,2,Kind of on time,Kind of on time
US,2171,January,2013-01-18T16:00:00Z,-7,2,Kind of on time,Kind of on time
B6,15,August,2013-08-14T12:00:00Z,-1,5,Kind of on time,Kind of on time
MQ,3547,August,2013-08-05T11:00:00Z,-2,31,Kind of on time,Late
EV,5025,June,2013-06-01T13:00:00Z,1,-9,Kind of on time,Kind of on time
UA,590,April,2013-04-16T15:00:00Z,-5,-26,Kind of on time,Kind of on time
DL,2003,January,2013-01-14T12:00:00Z,-7,-7,Kind of on time,Kind of on time
AA,543,March,2013-03-31T21:00:00Z,160,147,Late,Late
UA,538,December,2013-12-27T18:00:00Z,89,81,Late,Late
B6,21,February,2013-02-08T01:00:00Z,0,-13,Kind of on time,Kind of on time
DL,1819,May,2013-05-20T18:00:00Z,78,107,Late,Late
AA,33,March,2013-03-15T11:00:00Z,-3,-54,Kind of on time,Early
UA,1669,February,2013-02-10T14:00:00Z,6,12,Kind of on time,Kind of on time
UA,1583,November,2013-11-25T18:00:00Z,-1,-16,Kind of on time,Kind of on time
AA,359,May,2013-05-08T22:00:00Z,-6,4,Kind of on time,Kind of on time
DL,763,May,2013-05-21T11:00:00Z,-3,-13,Kind of on time,Kind of on time
B6,225,August,2013-08-27T23:00:00Z,-4,-16,Kind of on time,Kind of on time
AA,177,September,2013-09-11T22:00:00Z,2,71,Kind of on time,Late
B6,1601,May,2013-05-09T17:00:00Z,-3,-14,Kind of on time,Kind of on time
UA,635,September,2013-09-17T19:00:00Z,64,38,Late,Late
B6,21,March,2013-03-03T01:00:00Z,19,10,Kind of on time,Kind of on time
UA,665,February,2013-02-27T20:00:00Z,38,35,Late,Late
MQ,3621,July,2013-08-01T01:00:00Z,-8,-4,Kind of on time,Kind of on time
AA,1357,November,2013-11-26T13:00:00Z,0,-29,Kind of on time,Kind of on time
EV,3270,April,2013-04-25T22:00:00Z,NA,NA,NA,NA
EV,4625,December,2013-12-02T15:00:00Z,-2,-18,Kind of on time,Kind of on time
DL,706,July,2013-07-21T19:00:00Z,-1,-11,Kind of on time,Kind of on time
VX,413,January,2013-01-18T21:00:00Z,8,-26,Kind of on time,Kind of on time
EV,4223,March,2013-03-15T19:00:00Z,60,69,Late,Late
DL,563,October,2013-10-29T10:00:00Z,-9,-14,Kind of on time,Kind of on time
DL,1152,September,2013-09-04T13:00:00Z,-8,1,Kind of on time,Kind of on time
MQ,3603,June,2013-06-28T00:00:00Z,NA,NA,NA,NA
UA,1166,April,2013-04-05T18:00:00Z,6,0,Kind of on time,Kind of on time
EV,4249,March,2013-03-19T12:00:00Z,-3,-21,Kind of on time,Kind of on time
EV,4690,January,2013-01-02T13:00:00Z,49,57,Late,Late
DL,2042,March,2013-03-26T21:00:00Z,-3,-24,Kind of on time,Kind of on time
WN,928,December,2013-12-28T21:00:00Z,23,17,Kind of on time,Kind of on time
EV,4120,June,2013-06-04T15:00:00Z,-1,-18,Kind of on time,Kind of on time
UA,1464,October,2013-10-04T00:00:00Z,-6,-24,Kind of on time,Kind of on time
US,1843,April,2013-04-06T09:00:00Z,-7,-21,Kind of on time,Kind of on time
FL,485,July,2013-07-05T00:00:00Z,-10,-30,Kind of on time,Kind of on time
9E,2903,November,2013-11-14T19:00:00Z,-1,1,Kind of on time,Kind of on time
EV,4198,February,2013-02-22T14:00:00Z,51,48,Late,Late
B6,219,June,2013-06-30T12:00:00Z,33,29,Late,Kind of on time
AA,199,October,2013-10-11T21:00:00Z,-2,-39,Kind of on time,Early
US,1973,January,2013-01-25T23:00:00Z,83,97,Late,Late
EV,5747,October,2013-10-27T10:00:00Z,-6,-12,Kind of on time,Kind of on time
B6,79,March,2013-03-10T10:00:00Z,8,2,Kind of on time,Kind of on time
DL,2219,October,2013-10-07T15:00:00Z,-10,-16,Kind of on time,Kind of on time
AA,359,September,2013-09-08T22:00:00Z,-4,-6,Kind of on time,Kind of on time
EV,4638,November,2013-11-07T13:00:00Z,14,20,Kind of on time,Kind of on time
AA,1837,March,2013-03-16T10:00:00Z,-6,-14,Kind of on time,Kind of on time
EV,4187,July,2013-07-18T21:00:00Z,6,9,Kind of on time,Kind of on time
MQ,3466,October,2013-10-08T15:00:00Z,0,8,Kind of on time,Kind of on time
MQ,4588,February,2013-02-12T19:00:00Z,-2,-12,Kind of on time,Kind of on time
9E,3492,October,2013-10-13T12:00:00Z,-5,-13,Kind of on time,Kind of on time
B6,63,March,2013-03-21T18:00:00Z,50,54,Late,Late
EV,4227,January,2013-01-13T23:00:00Z,122,134,Late,Late
9E,3304,October,2013-10-07T23:00:00Z,234,209,Late,Late
EV,5242,November,2013-11-01T12:00:00Z,61,61,Late,Late
MQ,4655,June,2013-06-10T12:00:00Z,0,-1,Kind of on time,Kind of on time
UA,1599,February,2013-02-18T19:00:00Z,10,-6,Kind of on time,Kind of on time
DL,1729,April,2013-04-19T00:00:00Z,-2,-28,Kind of on time,Kind of on time
MQ,4617,May,2013-05-11T01:00:00Z,0,-5,Kind of on time,Kind of on time
AA,65,October,2013-10-18T20:00:00Z,3,19,Kind of on time,Kind of on time
UA,721,February,2013-02-21T11:00:00Z,3,6,Kind of on time,Kind of on time
UA,612,January,2013-01-17T23:00:00Z,0,23,Kind of on time,Kind of on time
AA,185,November,2013-11-03T01:00:00Z,-1,3,Kind of on time,Kind of on time
WN,1545,May,2013-05-22T22:00:00Z,7,59,Kind of on time,Late
B6,115,April,2013-04-08T00:00:00Z,-7,-19,Kind of on time,Kind of on time
B6,89,October,2013-10-26T20:00:00Z,-3,-8,Kind of on time,Kind of on time
UA,1663,October,2013-10-12T16:00:00Z,8,17,Kind of on time,Kind of on time
B6,883,April,2013-04-24T13:00:00Z,13,10,Kind of on time,Kind of on time
B6,25,May,2013-05-01T11:00:00Z,-2,-24,Kind of on time,Kind of on time
B6,917,March,2013-03-14T20:00:00Z,-5,-15,Kind of on time,Kind of on time
AA,329,July,2013-07-17T16:00:00Z,-5,-5,Kind of on time,Kind of on time
UA,1148,March,2013-03-17T21:00:00Z,27,39,Kind of on time,Late
UA,397,August,2013-08-02T12:00:00Z,28,19,Kind of on time,Kind of on time
DL,1461,May,2013-05-11T20:00:00Z,82,107,Late,Late
B6,2402,August,2013-08-20T18:00:00Z,-3,-21,Kind of on time,Kind of on time
US,2054,October,2013-10-15T13:00:00Z,-6,-26,Kind of on time,Kind of on time
UA,212,July,2013-07-12T22:00:00Z,14,-13,Kind of on time,Kind of on time
WN,323,February,2013-02-12T20:00:00Z,-4,-10,Kind of on time,Kind of on time
US,2144,July,2013-07-02T01:00:00Z,-3,-15,Kind of on time,Kind of on time
EV,4133,May,2013-05-11T19:00:00Z,94,114,Late,Late
DL,1771,January,2013-01-22T21:00:00Z,-4,-33,Kind of on time,Early
US,656,March,2013-03-03T21:00:00Z,3,-2,Kind of on time,Kind of on time
DL,1773,November,2013-11-05T19:00:00Z,-8,6,Kind of on time,Kind of on time
B6,32,April,2013-04-13T17:00:00Z,0,0,Kind of on time,Kind of on time
9E,3540,August,2013-08-07T19:00:00Z,3,1,Kind of on time,Kind of on time
EV,4700,December,2013-12-22T02:00:00Z,0,7,Kind of on time,Kind of on time
B6,543,September,2013-09-28T20:00:00Z,-3,-28,Kind of on time,Kind of on time
MQ,3530,December,2013-12-26T22:00:00Z,5,2,Kind of on time,Kind of on time
UA,608,July,2013-07-24T20:00:00Z,29,7,Kind of on time,Kind of on time
B6,153,June,2013-06-30T22:00:00Z,245,246,Late,Late
EV,4321,October,2013-10-16T00:00:00Z,-4,5,Kind of on time,Kind of on time
UA,1496,September,2013-09-29T16:00:00Z,8,-24,Kind of on time,Kind of on time
UA,541,November,2013-11-07T00:00:00Z,-4,10,Kind of on time,Kind of on time
FL,353,September,2013-09-10T14:00:00Z,-1,9,Kind of on time,Kind of on time
EV,4323,April,2013-04-29T18:00:00Z,52,54,Late,Late
DL,1771,August,2013-08-02T11:00:00Z,0,3,Kind of on time,Kind of on time
B6,71,May,2013-05-19T18:00:00Z,-3,-17,Kind of on time,Kind of on time
B6,299,July,2013-07-13T21:00:00Z,142,115,Late,Late
EV,4963,August,2013-08-16T10:00:00Z,-5,-29,Kind of on time,Kind of on time
AA,145,September,2013-09-29T19:00:00Z,0,-34,Kind of on time,Early
9E,3475,October,2013-10-23T15:00:00Z,-4,5,Kind of on time,Kind of on time
UA,995,March,2013-03-02T14:00:00Z,9,-27,Kind of on time,Kind of on time
B6,71,December,2013-12-12T00:00:00Z,11,13,Kind of on time,Kind of on time
EV,4652,February,2013-02-07T13:00:00Z,-8,-28,Kind of on time,Kind of on time
UA,673,July,2013-07-10T14:00:00Z,-14,-29,Kind of on time,Kind of on time
EV,4543,July,2013-07-26T23:00:00Z,5,8,Kind of on time,Kind of on time
AA,1131,September,2013-09-11T14:00:00Z,-1,-45,Kind of on time,Early
WN,676,February,2013-02-16T17:00:00Z,15,-40,Kind of on time,Early
UA,1066,October,2013-10-09T00:00:00Z,-6,-7,Kind of on time,Kind of on time
UA,1142,August,2013-08-21T21:00:00Z,0,-24,Kind of on time,Kind of on time
B6,939,October,2013-10-23T09:00:00Z,-5,-2,Kind of on time,Kind of on time
MQ,3357,September,2013-09-01T20:00:00Z,-6,9,Kind of on time,Kind of on time
9E,4033,September,2013-09-07T00:00:00Z,-17,-51,Kind of on time,Early
EV,5747,May,2013-05-19T10:00:00Z,-6,-19,Kind of on time,Kind of on time
EV,5073,February,2013-02-04T23:00:00Z,-8,-25,Kind of on time,Kind of on time
DL,935,March,2013-03-08T19:00:00Z,157,135,Late,Late
DL,1375,November,2013-11-08T17:00:00Z,-6,0,Kind of on time,Kind of on time
WN,42,August,2013-08-12T16:00:00Z,0,-17,Kind of on time,Kind of on time
EV,5109,July,2013-07-03T13:00:00Z,-1,-5,Kind of on time,Kind of on time
DL,975,June,2013-06-20T23:00:00Z,-2,-18,Kind of on time,Kind of on time
B6,323,December,2013-12-18T16:00:00Z,15,11,Kind of on time,Kind of on time
AA,1155,October,2013-10-07T19:00:00Z,62,127,Late,Late
B6,1273,September,2013-09-07T11:00:00Z,-4,-16,Kind of on time,Kind of on time
DL,500,October,2013-10-07T18:00:00Z,-1,-8,Kind of on time,Kind of on time
MQ,3674,July,2013-07-26T22:00:00Z,42,58,Late,Late
